abandonados,0,0,0,0,0
abandonó,0,0,0,0,0
abastece,0,0,0,0,0
abasto,0,0,0,0,0
abatido,0,0,0,0,0
abbot,0,0,0,0,0
abbott,0,0,0,0,0
abc,0,0,0,0,0
abierta,0,0,0,0,0
abiertas,0,0,0,0,0
abogado,0,0,0,0,0
abogados,0,0,0,0,0
abordar,0,0,0,0,0
abril,0,0,0,0,0
abrir,0,0,0,0,0
abrirá,0,0,0,0,0
abrió,0,0,0,0,0
abrogarnos,0,0,0,0,0
abstuvo,0,0,0,0,0
abundar,0,0,0,0,0
abundó,0,0,0,0,0
abusados,0,0,0,0,0
abusar,0,0,0,0,0
abuso,0,0,0,0,0
abusos,0,0,0,0,0
acabaron,0,0,0,0,0
acabe,0,0,0,0,0
acallar,0,0,0,0,0
acampaban,0,0,0,0,0
acaparamiento,0,0,0,0,0
acatitla,0,0,0,0,0
acceso,0,0,0,0,0
accesos,0,0,0,0,0
accidente,0,0,0,0,0
acciones,0,0,0,0,0
acción,0,0,0,0,0
aceptación,0,0,0,0,0
aceptar,0,0,0,0,0
aceptaría,0,0,0,0,0
aceptó,0,0,0,0,0
acercamiento,0,0,0,0,0
acercando,0,0,0,0,0
acercó,0,0,0,0,0
achicar,0,0,0,0,0
aclarar,0,0,0,0,0
aclaratoria,0,0,0,0,0
aclaró,0,0,0,0,0
acoge,0,0,0,0,0
acompañado,0,0,0,0,0
acompañados,0,0,0,0,0
acompañó,0,0,0,0,0
aconteciendo,0,0,0,0,0
acontecimientos,0,0,0,0,0
acopiar,0,0,0,0,0
acordaron,0,0,0,0,0
acordó,0,0,0,0,0
acoso,0,0,0,0,0
acotó,0,0,0,0,0
actividad,0,0,0,0,0
actividades,0,0,0,0,0
activistas,0,0,0,0,0
activos,0,0,0,0,0
acto,0,0,0,0,0
actores,0,0,0,0,0
actos,0,0,0,0,0
actuación,0,0,0,0,0
actual,0,0,0,0,0
actuales,0,0,0,0,0
actualidad,0,0,0,0,0
actualmente,0,0,0,0,0
actuaron,0,0,0,0,0
acudieron,0,0,0,0,0
acuerdo,0,0,0,0,0
acusa,0,0,0,0,0
acusaciones,0,0,0,0,0
acusación,0,0,0,0,0
acusada,0,0,0,0,0
acusado,0,0,0,0,0
acusados,0,0,0,0,0
adame,0,0,0,0,0
adelantado,0,0,0,0,0
adelantar,0,0,0,0,0
adelante,0,0,0,0,0
adelantó,0,0,0,0,0
además,0,0,0,0,0
adherirse,0,0,0,0,0
adhesión,0,0,0,0,0
adicional,0,0,0,0,0
adicionales,0,0,0,0,0
adición,0,0,0,0,0
adjunto,0,0,0,0,0
administración,0,0,0,0,0
administrativa,0,0,0,0,0
administrativo,0,0,0,0,0
admisión,0,0,0,0,0
adolescente,0,0,0,0,0
adopción,0,0,0,0,0
adoptado,0,0,0,0,0
adquirido,0,0,0,0,0
adquirieron,0,0,0,0,0
adquiría,0,0,0,0,0
aduanas,0,0,0,0,0
adultos,0,0,0,0,0
adversa,0,0,0,0,0
advertido,0,0,0,0,0
advierte,0,0,0,0,0
advirtió,0,0,0,0,0
aei,0,0,0,0,0
aeronave,0,0,0,0,0
afecta,0,0,0,0,0
afectación,0,0,0,0,0
afectadas,0,0,0,0,0
afectados,0,0,0,0,0
afectar,0,0,0,0,0
afectarán,0,0,0,0,0
afecte,0,0,0,0,0
afernando,0,0,0,0,0
afiliadas,0,0,0,0,0
afiliado,0,0,0,0,0
afirma,0,0,0,0,0
afirmaciones,0,0,0,0,0
afirmado,0,0,0,0,0
afirmaricardo,0,0,0,0,0
afirmaron,0,0,0,0,0
afirmó,0,0,0,0,0
afuera,0,0,0,0,0
agallas,0,0,0,0,0
agencia,0,0,0,0,0
agencias,0,0,0,0,0
agenda,0,0,0,0,0
agente,0,0,0,0,0
agentes,0,0,0,0,0
agosto,0,0,0,0,0
agotar,0,0,0,0,0
agravante,0,0,0,0,0
agravantes,0,0,0,0,0
agrede,0,0,0,0,0
agrega,0,0,0,0,0
agregó,0,0,0,0,0
agresiones,0,0,0,0,0
agua,0,0,0,0,0
aguilar,0,0,0,0,0
ahora,0,0,0,0,0
ahorrar,0,0,0,0,0
ahorro,0,0,0,0,0
ahí,0,0,0,0,0
airlines,0,0,0,0,0
aislamiento,0,0,0,0,0
ajustan,0,0,0,0,0
aksionov,0,0,0,0,0
aksyonov,0,0,0,0,0
alcalde,0,0,0,0,0
alcaldía,0,0,0,0,0
alcance,0,0,0,0,0
alcances,0,0,0,0,0
alcanzar,0,0,0,0,0
alcanzó,0,0,0,0,0
alegan,0,0,0,0,0
aleppo,0,0,0,0,0
alexei,0,0,0,0,0
alfonso,0,0,0,0,0
alfredo,0,0,0,0,0
alguien,0,0,0,0,0
alguna,0,0,0,0,0
algún,0,0,0,0,0
alianza,0,0,0,0,0
alias,0,0,0,0,0
alimentaban,0,0,0,0,0
alimentos,0,0,0,0,0
allanamiento,0,0,0,0,0
allí,0,0,0,0,0
alrededor,0,0,0,0,0
alstom,0,0,0,0,0
altamente,0,0,0,0,0
alteración,0,0,0,0,0
alto,0,0,0,0,0
altos,0,0,0,0,0
alzas,0,0,0,0,0
ambas,0,0,0,0,0
ambiente,0,0,0,0,0
ambos,0,0,0,0,0
amenacen,0,0,0,0,0
amenaza,0,0,0,0,0
amenazar,0,0,0,0,0
amenazas,0,0,0,0,0
americano,0,0,0,0,0
americanos,0,0,0,0,0
amigos,0,0,0,0,0
amplia,0,0,0,0,0
ampliado,0,0,0,0,0
ampliando,0,0,0,0,0
ampliar,0,0,0,0,0
ampliarse,0,0,0,0,0
amplio,0,0,0,0,0
amplía,0,0,0,0,0
amsa,0,0,0,0,0
américa,0,0,0,0,0
analista,0,0,0,0,0
analiza,0,0,0,0,0
analizan,0,0,0,0,0
analizar,0,0,0,0,0
ancestral,0,0,0,0,0
ancheng,0,0,0,0,0
anderson,0,0,0,0,0
andiola,0,0,0,0,0
andrei,0,0,0,0,0
anexionarse,0,0,0,0,0
anexión,0,0,0,0,0
angeles,0,0,0,0,0
angulo,0,0,0,0,0
animales,0,0,0,0,0
animanaturalis,0,0,0,0,0
anoche,0,0,0,0,0
anonimato,0,0,0,0,0
antecedente,0,0,0,0,0
antecesor,0,0,0,0,0
anteproyecto,0,0,0,0,0
anterior,0,0,0,0,0
anterioridad,0,0,0,0,0
anteriormente,0,0,0,0,0
anticonstitucional,0,0,0,0,0
antiguo,0,0,0,0,0
antipiratería,0,0,0,0,0
antonio,0,0,0,0,0
anual,0,0,0,0,0
anuales,0,0,0,0,0
anuncia,0,0,0,0,0
anunciaron,0,0,0,0,0
anuncio,0,0,0,0,0
anuncios,0,0,0,0,0
anunció,0,0,0,0,0
análisis,0,0,0,0,0
aparatos,0,0,0,0,0
aparecieron,0,0,0,0,0
aparentemente,0,0,0,0,0
aparición,0,0,0,0,0
apatzingán,0,0,0,0,0
apegada,0,0,0,0,0
apertura,0,0,0,0,0
aplicación,0,0,0,0,0
aplicada,0,0,0,0,0
aplicar,0,0,0,0,0
aplicará,0,0,0,0,0
aplicarán,0,0,0,0,0
apodaca,0,0,0,0,0
aportaciones,0,0,0,0,0
aportación,0,0,0,0,0
aportan,0,0,0,0,0
aportará,0,0,0,0,0
aportó,0,0,0,0,0
apoya,0,0,0,0,0
apoyar,0,0,0,0,0
apoyen,0,0,0,0,0
apoyo,0,0,0,0,0
apoyos,0,0,0,0,0
apreciamos,0,0,0,0,0
aprehensión,0,0,0,0,0
aprobación,0,0,0,0,0
aprobada,0,0,0,0,0
aprobadas,0,0,0,0,0
aprobado,0,0,0,0,0
aprobados,0,0,0,0,0
aprobar,0,0,0,0,0
aprobaron,0,0,0,0,0
aprobó,0,0,0,0,0
aprovechar,0,0,0,0,0
aprueba,0,0,0,0,0
apruebe,0,0,0,0,0
apuestan,0,0,0,0,0
apunta,0,0,0,0,0
apuntó,0,0,0,0,0
apóstol,0,0,0,0,0
aquel,0,0,0,0,0
aquellos,0,0,0,0,0
aquí,0,0,0,0,0
arancelario,0,0,0,0,0
aranceles,0,0,0,0,0
archivos,0,0,0,0,0
archivosfísicos,0,0,0,0,0
arena,0,0,0,0,0
argentina,0,0,0,0,0
argumento,0,0,0,0,0
argumentos,0,0,0,0,0
argumentó,0,0,0,0,0
aristegui,0,0,0,0,0
aritegui,0,0,0,0,0
arizona,0,0,0,0,0
arma,0,0,0,0,0
armada,0,0,0,0,0
armados,0,0,0,0,0
armará,0,0,0,0,0
aroma,0,0,0,0,0
arquidiócesis,0,0,0,0,0
arrepentimiento,0,0,0,0,0
arrestados,0,0,0,0,0
arrestan,0,0,0,0,0
arrestó,0,0,0,0,0
arroyo,0,0,0,0,0
arseni,0,0,0,0,0
arseniy,0,0,0,0,0
artz,0,0,0,0,0
artículo,0,0,0,0,0
artículos,0,0,0,0,0
arzobispo,0,0,0,0,0
arzt,0,0,0,0,0
asalto,0,0,0,0,0
asamblea,0,0,0,0,0
asambleísta,0,0,0,0,0
ascendieron,0,0,0,0,0
asciende,0,0,0,0,0
asegura,0,0,0,0,0
aseguramiento,0,0,0,0,0
aseguran,0,0,0,0,0
asegurar,0,0,0,0,0
asegurarse,0,0,0,0,0
aseguren,0,0,0,0,0
aseguró,0,0,0,0,0
asentada,0,0,0,0,0
asesinadas,0,0,0,0,0
asesinado,0,0,0,0,0
asesinados,0,0,0,0,0
asesinato,0,0,0,0,0
asesinatos,0,0,0,0,0
asesino,0,0,0,0,0
asesor,0,0,0,0,0
asesores,0,0,0,0,0
aseveró,0,0,0,0,0
asia,0,0,0,0,0
asignadas,0,0,0,0,0
asimismo,0,0,0,0,0
asistente,0,0,0,0,0
asociación,0,0,0,0,0
asociada,0,0,0,0,0
asociados,0,0,0,0,0
aspectos,0,0,0,0,0
aspiren,0,0,0,0,0
asunto,0,0,0,0,0
asuntos,0,0,0,0,0
así,0,0,0,0,0
atacada,0,0,0,0,0
atacados,0,0,0,0,0
ataque,0,0,0,0,0
ataques,0,0,0,0,0
atención,0,0,0,0,0
atender,0,0,0,0,0
atenten,0,0,0,0,0
atlántico,0,0,0,0,0
atraiga,0,0,0,0,0
atrajo,0,0,0,0,0
atrás,0,0,0,0,0
atípicas,0,0,0,0,0
audacia,0,0,0,0,0
audiovisual,0,0,0,0,0
auge,0,0,0,0,0
aula,0,0,0,0,0
aumentaría,0,0,0,0,0
aumento,0,0,0,0,0
aunque,0,0,0,0,0
ausentó,0,0,0,0,0
australia,0,0,0,0,0
australian,0,0,0,0,0
australiana,0,0,0,0,0
australianas,0,0,0,0,0
australiano,0,0,0,0,0
austrohúngaro,0,0,0,0,0
auto,0,0,0,0,0
autodefensa,0,0,0,0,0
autodefensas,0,0,0,0,0
automáticamente,0,0,0,0,0
autonomía,0,0,0,0,0
autopista,0,0,0,0,0
autor,0,0,0,0,0
autoridad,0,0,0,0,0
autoridades,0,0,0,0,0
autorización,0,0,0,0,0
autorizada,0,0,0,0,0
autorizadas,0,0,0,0,0
autorizó,0,0,0,0,0
autónoma,0,0,0,0,0
autónomo,0,0,0,0,0
avances,0,0,0,0,0
avanzando,0,0,0,0,0
avanzar,0,0,0,0,0
avenida,0,0,0,0,0
aves,0,0,0,0,0
aviación,0,0,0,0,0
aviones,0,0,0,0,0
avión,0,0,0,0,0
avladimir,0,0,0,0,0
ayer,0,0,0,0,0
ayerserán,0,0,0,0,0
ayuda,0,0,0,0,0
ayudando,0,0,0,0,0
ayudar,0,0,0,0,0
ayuno,0,0,0,0,0
ayuntamiento,0,0,0,0,0
azano,0,0,0,0,0
azov,0,0,0,0,0
azteca,0,0,0,0,0
aérea,0,0,0,0,0
aéreo,0,0,0,0,0
añadió,0,0,0,0,0
año,0,0,0,0,0
años,0,0,0,0,0
aún,0,0,0,0,0
back,0,0,0,0,0
baja,0,0,0,0,0
bajar,0,0,0,0,0
bajaría,0,0,0,0,0
bajas,0,0,0,0,0
bajo,0,0,0,0,0
ban,0,0,0,0,0
bancada,0,0,0,0,0
bancarias,0,0,0,0,0
bancos,0,0,0,0,0
bandas,0,0,0,0,0
bandera,0,0,0,0,0
banderas,0,0,0,0,0
bando,0,0,0,0,0
barack,0,0,0,0,0
barcos,0,0,0,0,0
barradas,0,0,0,0,0
barrios,0,0,0,0,0
